#NSGA2
popsize 50
maxGen 100
numVar 2
numObj 2
numCons 2
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 100
currentGen	1
evaluateCount	50
totalTime	0.0187342
firstFrontCount	2
frontCount	49
avgEvalTime	6.47282e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
firstFrontCount	7
frontCount	31
avgEvalTime	1.12445e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.552797	0.930518	0.552797	0.930518	0	0	
0.929216	0.546875	0.929216	0.546875	0	0	
1.00242	0.507936	1.00242	0.507936	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.834611	0.634273	0.834611	0.634273	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.842843	0.92851	0.842843	0.92851	0	0	
0.603912	1.06764	0.603912	1.06764	0	0	
0.394321	1.1487	0.394321	1.1487	0	0	
1.06486	0.758255	1.06486	0.758255	0	0	
1.10656	0.520681	1.10656	0.520681	0	0	
0.35334	1.15942	0.35334	1.15942	0	0	
0.934016	0.86969	0.934016	0.86969	0	0	
0.663423	1.00541	0.663423	1.00541	0	0	
1.15082	0.754442	1.15082	0.754442	0	0	
0.542401	1.16305	0.542401	1.16305	0	0	
0.868886	1.01801	0.868886	1.01801	0	0	
1.04056	0.938807	1.04056	0.938807	0	0	
0.856586	1.09466	0.856586	1.09466	0	0	
1.10089	0.819669	1.10089	0.819669	0	0	
0.503512	1.19346	0.503512	1.19346	0	0	
0.646026	1.17993	0.646026	1.17993	0	0	
1.00947	1.00705	1.00947	1.00705	0	0	
0.899631	1.10494	0.899631	1.10494	0	0	
1.25026	0.631171	1.25026	0.631171	0	0	
0.663885	1.26918	0.663885	1.26918	0	0	
1.30021	0.527247	1.30021	0.527247	0	0	
0.82631	1.2394	0.82631	1.2394	0	0	
1.28341	0.295865	1.28341	0.295865	0	0	
1.31157	0.508554	1.31157	0.508554	0	0	
1.15846	0.979609	1.15846	0.979609	0	0	
1.31334	0.573842	1.31334	0.573842	0	0	
1.21635	0.943448	1.21635	0.943448	0	0	
0.838947	1.27281	0.838947	1.27281	0	0	
0.0451028	0.922648	0.0451028	0.922648	0	0	
0.983988	1.21221	0.983988	1.21221	0	0	
0.1522	0.789694	0.1522	0.789694	0	0	
1.19571	1.02082	1.19571	1.02082	0	0	
1.39419	0.370649	1.39419	0.370649	0	0	
1.39079	0.282677	1.39079	0.282677	0	0	
0.17141	0.724275	0.17141	0.724275	0	0	
0.915641	1.33187	0.915641	1.33187	0	0	
0.572539	1.4286	0.572539	1.4286	0	0	
1.30416	0.976334	1.30416	0.976334	0	0	
1.44345	0.593743	1.44345	0.593743	0	0	
0.837152	0	0.837152	0	0	0	
1.44274	0.647548	1.44274	0.647548	0	0	
1.45597	0.604743	1.45597	0.604743	0	0	
1.22819	1.17436	1.22819	1.17436	0	0	



#Generation 4 / 100
currentGen	4
evaluateCount	200
totalTime	0.337315
firstFrontCount	11
frontCount	16
avgEvalTime	1.1997e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.552797	0.930518	0.552797	0.930518	0	0	
0.929216	0.546875	0.929216	0.546875	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.834611	0.634273	0.834611	0.634273	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.34162	0.981154	0.34162	0.981154	0	0	
0.976488	0.525534	0.976488	0.525534	0	0	
0.700642	0.813726	0.700642	0.813726	0	0	
0.980847	0.267538	0.980847	0.267538	0	0	
0.621974	0.925227	0.621974	0.925227	0	0	
1.00242	0.507936	1.00242	0.507936	0	0	
0.934016	0.86969	0.934016	0.86969	0	0	
0.663423	1.00541	0.663423	1.00541	0	0	
1.17288	0.376999	1.17288	0.376999	0	0	
0.775026	0.886523	0.775026	0.886523	0	0	
0.207207	1.05209	0.207207	1.05209	0	0	
0.842843	0.92851	0.842843	0.92851	0	0	
0.603912	1.06764	0.603912	1.06764	0	0	
0.394321	1.1487	0.394321	1.1487	0	0	
1.10656	0.520681	1.10656	0.520681	0	0	
0.35334	1.15942	0.35334	1.15942	0	0	
1.07338	0.541423	1.07338	0.541423	0	0	
1.04759	0.716426	1.04759	0.716426	0	0	
1.11949	0.508978	1.11949	0.508978	0	0	
1.06486	0.758255	1.06486	0.758255	0	0	
1.15082	0.754442	1.15082	0.754442	0	0	
0.542401	1.16305	0.542401	1.16305	0	0	
0.868886	1.01801	0.868886	1.01801	0	0	
1.04056	0.938807	1.04056	0.938807	0	0	
0.856586	1.09466	0.856586	1.09466	0	0	
0.503512	1.19346	0.503512	1.19346	0	0	
0.92794	0.985847	0.92794	0.985847	0	0	
1.00736	0.954095	1.00736	0.954095	0	0	
0.795007	1.11158	0.795007	1.11158	0	0	
0.532873	1.18366	0.532873	1.18366	0	0	
1.10089	0.819669	1.10089	0.819669	0	0	
0.646026	1.17993	0.646026	1.17993	0	0	
0.886733	1.07057	0.886733	1.07057	0	0	
1.00947	1.00705	1.00947	1.00705	0	0	
0.719463	1.18483	0.719463	1.18483	0	0	
0.899631	1.10494	0.899631	1.10494	0	0	
0.613679	1.21917	0.613679	1.21917	0	0	
1.09426	0.937992	1.09426	0.937992	0	0	
1.20823	0.769837	1.20823	0.769837	0	0	
1.25026	0.631171	1.25026	0.631171	0	0	
0.0990817	1.15376	0.0990817	1.15376	0	0	
0.882171	0.163837	0.882171	0.163837	0	0	
0.663885	1.26918	0.663885	1.26918	0	0	
1.30021	0.527247	1.30021	0.527247	0	0	



#Generation 5 / 100
currentGen	5
evaluateCount	250
totalTime	0.366809
firstFrontCount	10
frontCount	5
avgEvalTime	1.08644e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.552797	0.930518	0.552797	0.930518	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.700642	0.813726	0.700642	0.813726	0	0	
0.980847	0.267538	0.980847	0.267538	0	0	
0.621974	0.925227	0.621974	0.925227	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.891265	0.514714	0.891265	0.514714	0	0	
0.807884	0.634208	0.807884	0.634208	0	0	
0.929216	0.546875	0.929216	0.546875	0	0	
0.834611	0.634273	0.834611	0.634273	0	0	
0.34162	0.981154	0.34162	0.981154	0	0	
0.976488	0.525534	0.976488	0.525534	0	0	
0.207207	1.05209	0.207207	1.05209	0	0	
0.319186	1.00492	0.319186	1.00492	0	0	
0.529399	0.973992	0.529399	0.973992	0	0	
0.995844	0.349339	0.995844	0.349339	0	0	
0.746381	0.847304	0.746381	0.847304	0	0	
0.980973	0.449337	0.980973	0.449337	0	0	
1.00242	0.507936	1.00242	0.507936	0	0	
0.934016	0.86969	0.934016	0.86969	0	0	
1.17288	0.376999	1.17288	0.376999	0	0	
0.775026	0.886523	0.775026	0.886523	0	0	
0.394321	1.1487	0.394321	1.1487	0	0	
0.35334	1.15942	0.35334	1.15942	0	0	
0.459618	0.987795	0.459618	0.987795	0	0	
0.637631	0.979791	0.637631	0.979791	0	0	
1.08509	0.42062	1.08509	0.42062	0	0	
0.950096	0.577889	0.950096	0.577889	0	0	
0.663423	1.00541	0.663423	1.00541	0	0	
0.842843	0.92851	0.842843	0.92851	0	0	
1.10656	0.520681	1.10656	0.520681	0	0	
1.07338	0.541423	1.07338	0.541423	0	0	
1.04759	0.716426	1.04759	0.716426	0	0	
1.11949	0.508978	1.11949	0.508978	0	0	
0.503512	1.19346	0.503512	1.19346	0	0	
0.992972	0.732261	0.992972	0.732261	0	0	
0.52307	1.05065	0.52307	1.05065	0	0	
0.603912	1.06764	0.603912	1.06764	0	0	
1.06486	0.758255	1.06486	0.758255	0	0	
0.542401	1.16305	0.542401	1.16305	0	0	
1.00736	0.954095	1.00736	0.954095	0	0	
0.532873	1.18366	0.532873	1.18366	0	0	
1.12497	0.626217	1.12497	0.626217	0	0	
1.02935	0.846265	1.02935	0.846265	0	0	
0.895661	0.95789	0.895661	0.95789	0	0	
0.83599	1.01674	0.83599	1.01674	0	0	
0.751706	1.03404	0.751706	1.03404	0	0	
1.1675	0.538581	1.1675	0.538581	0	0	



#Generation 6 / 100
currentGen	6
evaluateCount	300
totalTime	0.645409
firstFrontCount	12
frontCount	5
avgEvalTime	1.13397e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.980847	0.267538	0.980847	0.267538	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.792688	0.535599	0.792688	0.535599	0	0	
0.677874	0.782764	0.677874	0.782764	0	0	
0.939455	0.488906	0.939455	0.488906	0	0	
0.217917	1.0197	0.217917	1.0197	0	0	
0.884285	0.507219	0.884285	0.507219	0	0	
0.473935	0.876086	0.473935	0.876086	0	0	
0.857036	0.513707	0.857036	0.513707	0	0	
0.552797	0.930518	0.552797	0.930518	0	0	
0.700642	0.813726	0.700642	0.813726	0	0	
0.621974	0.925227	0.621974	0.925227	0	0	
0.891265	0.514714	0.891265	0.514714	0	0	
0.807884	0.634208	0.807884	0.634208	0	0	
0.34162	0.981154	0.34162	0.981154	0	0	
0.207207	1.05209	0.207207	1.05209	0	0	
0.319186	1.00492	0.319186	1.00492	0	0	
0.995844	0.349339	0.995844	0.349339	0	0	
0.980973	0.449337	0.980973	0.449337	0	0	
0.521531	0.973075	0.521531	0.973075	0	0	
1.027	0.287127	1.027	0.287127	0	0	
0.868547	0.524805	0.868547	0.524805	0	0	
0.929216	0.546875	0.929216	0.546875	0	0	
0.834611	0.634273	0.834611	0.634273	0	0	
0.976488	0.525534	0.976488	0.525534	0	0	
0.529399	0.973992	0.529399	0.973992	0	0	
0.746381	0.847304	0.746381	0.847304	0	0	
0.394321	1.1487	0.394321	1.1487	0	0	
0.35334	1.15942	0.35334	1.15942	0	0	
0.459618	0.987795	0.459618	0.987795	0	0	
0.999713	0.350998	0.999713	0.350998	0	0	
1.00242	0.507936	1.00242	0.507936	0	0	
1.17288	0.376999	1.17288	0.376999	0	0	
0.775026	0.886523	0.775026	0.886523	0	0	
0.637631	0.979791	0.637631	0.979791	0	0	
1.08509	0.42062	1.08509	0.42062	0	0	
0.950096	0.577889	0.950096	0.577889	0	0	
0.503512	1.19346	0.503512	1.19346	0	0	
0.52307	1.05065	0.52307	1.05065	0	0	
0.92045	0.64869	0.92045	0.64869	0	0	
0.904919	0.689976	0.904919	0.689976	0	0	
0.532873	1.18366	0.532873	1.18366	0	0	
1.11949	0.508978	1.11949	0.508978	0	0	
0.842843	0.92851	0.842843	0.92851	0	0	
0.663423	1.00541	0.663423	1.00541	0	0	
0.934016	0.86969	0.934016	0.86969	0	0	
0.603912	1.06764	0.603912	1.06764	0	0	



#Generation 7 / 100
currentGen	7
evaluateCount	350
totalTime	0.673412
firstFrontCount	12
frontCount	5
avgEvalTime	1.10977e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.792688	0.535599	0.792688	0.535599	0	0	
0.677874	0.782764	0.677874	0.782764	0	0	
0.939455	0.488906	0.939455	0.488906	0	0	
0.217917	1.0197	0.217917	1.0197	0	0	
0.884285	0.507219	0.884285	0.507219	0	0	
0.473935	0.876086	0.473935	0.876086	0	0	
0.857036	0.513707	0.857036	0.513707	0	0	
0.957753	0.203124	0.957753	0.203124	0	0	
0.980847	0.267538	0.980847	0.267538	0	0	
0.700642	0.813726	0.700642	0.813726	0	0	
0.891265	0.514714	0.891265	0.514714	0	0	
0.807884	0.634208	0.807884	0.634208	0	0	
0.34162	0.981154	0.34162	0.981154	0	0	
0.207207	1.05209	0.207207	1.05209	0	0	
0.319186	1.00492	0.319186	1.00492	0	0	
0.868547	0.524805	0.868547	0.524805	0	0	
0.488284	0.880857	0.488284	0.880857	0	0	
0.552797	0.930518	0.552797	0.930518	0	0	
0.621974	0.925227	0.621974	0.925227	0	0	
0.995844	0.349339	0.995844	0.349339	0	0	
0.980973	0.449337	0.980973	0.449337	0	0	
0.521531	0.973075	0.521531	0.973075	0	0	
1.027	0.287127	1.027	0.287127	0	0	
0.929216	0.546875	0.929216	0.546875	0	0	
0.834611	0.634273	0.834611	0.634273	0	0	
0.976488	0.525534	0.976488	0.525534	0	0	
0.746381	0.847304	0.746381	0.847304	0	0	
0.459618	0.987795	0.459618	0.987795	0	0	
0.912082	0.572768	0.912082	0.572768	0	0	
0.459388	1.04467	0.459388	1.04467	0	0	
0.277604	1.06179	0.277604	1.06179	0	0	
0.529399	0.973992	0.529399	0.973992	0	0	
0.394321	1.1487	0.394321	1.1487	0	0	
0.35334	1.15942	0.35334	1.15942	0	0	
0.999713	0.350998	0.999713	0.350998	0	0	
0.775026	0.886523	0.775026	0.886523	0	0	
0.950096	0.577889	0.950096	0.577889	0	0	
0.52307	1.05065	0.52307	1.05065	0	0	
0.92045	0.64869	0.92045	0.64869	0	0	
0.904919	0.689976	0.904919	0.689976	0	0	
0.509516	1.12501	0.509516	1.12501	0	0	
0.387294	1.19179	0.387294	1.19179	0	0	
1.17288	0.376999	1.17288	0.376999	0	0	
0.842843	0.92851	0.842843	0.92851	0	0	
0.908751	0.765571	0.908751	0.765571	0	0	
0.980621	0.622745	0.980621	0.622745	0	0	



#Generation 8 / 100
currentGen	8
evaluateCount	400
totalTime	0.702032
firstFrontCount	14
frontCount	4
avgEvalTime	1.13536e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.792688	0.535599	0.792688	0.535599	0	0	
0.677874	0.782764	0.677874	0.782764	0	0	
0.939455	0.488906	0.939455	0.488906	0	0	
0.217917	1.0197	0.217917	1.0197	0	0	
0.884285	0.507219	0.884285	0.507219	0	0	
0.473935	0.876086	0.473935	0.876086	0	0	
0.857036	0.513707	0.857036	0.513707	0	0	
0.957753	0.203124	0.957753	0.203124	0	0	
0.789296	0.748928	0.789296	0.748928	0	0	
0.835664	0.516475	0.835664	0.516475	0	0	
0.980847	0.267538	0.980847	0.267538	0	0	
0.700642	0.813726	0.700642	0.813726	0	0	
0.891265	0.514714	0.891265	0.514714	0	0	
0.807884	0.634208	0.807884	0.634208	0	0	
0.34162	0.981154	0.34162	0.981154	0	0	
0.207207	1.05209	0.207207	1.05209	0	0	
0.319186	1.00492	0.319186	1.00492	0	0	
0.868547	0.524805	0.868547	0.524805	0	0	
0.488284	0.880857	0.488284	0.880857	0	0	
0.726071	0.763959	0.726071	0.763959	0	0	
0.706265	0.788419	0.706265	0.788419	0	0	
0.552797	0.930518	0.552797	0.930518	0	0	
0.621974	0.925227	0.621974	0.925227	0	0	
0.995844	0.349339	0.995844	0.349339	0	0	
0.980973	0.449337	0.980973	0.449337	0	0	
0.521531	0.973075	0.521531	0.973075	0	0	
1.027	0.287127	1.027	0.287127	0	0	
0.929216	0.546875	0.929216	0.546875	0	0	
0.834611	0.634273	0.834611	0.634273	0	0	
0.976488	0.525534	0.976488	0.525534	0	0	
0.746381	0.847304	0.746381	0.847304	0	0	
0.459618	0.987795	0.459618	0.987795	0	0	
0.912082	0.572768	0.912082	0.572768	0	0	
0.459388	1.04467	0.459388	1.04467	0	0	
0.277604	1.06179	0.277604	1.06179	0	0	
0.675777	0.905694	0.675777	0.905694	0	0	
0.999713	0.350998	0.999713	0.350998	0	0	
0.35334	1.15942	0.35334	1.15942	0	0	
0.775026	0.886523	0.775026	0.886523	0	0	
0.904919	0.689976	0.904919	0.689976	0	0	
0.950096	0.577889	0.950096	0.577889	0	0	
0.673159	0.967411	0.673159	0.967411	0	0	
0.529399	0.973992	0.529399	0.973992	0	0	
0.509516	1.12501	0.509516	1.12501	0	0	
0.394321	1.1487	0.394321	1.1487	0	0	
0.52307	1.05065	0.52307	1.05065	0	0	



#Generation 9 / 100
currentGen	9
evaluateCount	450
totalTime	0.729316
firstFrontCount	15
frontCount	4
avgEvalTime	1.11756e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.792688	0.535599	0.792688	0.535599	0	0	
0.939455	0.488906	0.939455	0.488906	0	0	
0.884285	0.507219	0.884285	0.507219	0	0	
0.473935	0.876086	0.473935	0.876086	0	0	
0.857036	0.513707	0.857036	0.513707	0	0	
0.789296	0.748928	0.789296	0.748928	0	0	
0.835664	0.516475	0.835664	0.516475	0	0	
0.940174	0.190639	0.940174	0.190639	0	0	
0.158131	0.952323	0.158131	0.952323	0	0	
0.611828	0.780375	0.611828	0.780375	0	0	
0.610624	0.80309	0.610624	0.80309	0	0	
0.677874	0.782764	0.677874	0.782764	0	0	
0.217917	1.0197	0.217917	1.0197	0	0	
0.957753	0.203124	0.957753	0.203124	0	0	
0.891265	0.514714	0.891265	0.514714	0	0	
0.807884	0.634208	0.807884	0.634208	0	0	
0.34162	0.981154	0.34162	0.981154	0	0	
0.207207	1.05209	0.207207	1.05209	0	0	
0.319186	1.00492	0.319186	1.00492	0	0	
0.868547	0.524805	0.868547	0.524805	0	0	
0.488284	0.880857	0.488284	0.880857	0	0	
0.726071	0.763959	0.726071	0.763959	0	0	
0.674973	0.826022	0.674973	0.826022	0	0	
0.8054	0.749605	0.8054	0.749605	0	0	
0.206359	1.09464	0.206359	1.09464	0	0	
0.980847	0.267538	0.980847	0.267538	0	0	
0.700642	0.813726	0.700642	0.813726	0	0	
0.706265	0.788419	0.706265	0.788419	0	0	
0.552797	0.930518	0.552797	0.930518	0	0	
0.621974	0.925227	0.621974	0.925227	0	0	
0.521531	0.973075	0.521531	0.973075	0	0	
0.929216	0.546875	0.929216	0.546875	0	0	
0.834611	0.634273	0.834611	0.634273	0	0	
0.976488	0.525534	0.976488	0.525534	0	0	
0.459618	0.987795	0.459618	0.987795	0	0	
0.912082	0.572768	0.912082	0.572768	0	0	
0.459388	1.04467	0.459388	1.04467	0	0	
0.277604	1.06179	0.277604	1.06179	0	0	
0.675777	0.905694	0.675777	0.905694	0	0	
0.820294	0.638016	0.820294	0.638016	0	0	
0.35334	1.15942	0.35334	1.15942	0	0	
1.027	0.287127	1.027	0.287127	0	0	
0.746381	0.847304	0.746381	0.847304	0	0	
0.904919	0.689976	0.904919	0.689976	0	0	
0.673159	0.967411	0.673159	0.967411	0	0	
0.950096	0.577889	0.950096	0.577889	0	0	



#Generation 10 / 100
currentGen	10
evaluateCount	500
totalTime	0.756072
firstFrontCount	16
frontCount	4
avgEvalTime	1.17168e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
0.0988779	1.0245	0.0988779	1.0245	0	0	
0.229621	0.94219	0.229621	0.94219	0	0	
0.792688	0.535599	0.792688	0.535599	0	0	
0.939455	0.488906	0.939455	0.488906	0	0	
0.884285	0.507219	0.884285	0.507219	0	0	
0.473935	0.876086	0.473935	0.876086	0	0	
0.857036	0.513707	0.857036	0.513707	0	0	
0.789296	0.748928	0.789296	0.748928	0	0	
0.835664	0.516475	0.835664	0.516475	0	0	
0.940174	0.190639	0.940174	0.190639	0	0	
0.158131	0.952323	0.158131	0.952323	0	0	
0.611828	0.780375	0.611828	0.780375	0	0	
0.610624	0.80309	0.610624	0.80309	0	0	
0.544656	0.815163	0.544656	0.815163	0	0	
0.677874	0.782764	0.677874	0.782764	0	0	
0.217917	1.0197	0.217917	1.0197	0	0	
0.957753	0.203124	0.957753	0.203124	0	0	
0.891265	0.514714	0.891265	0.514714	0	0	
0.807884	0.634208	0.807884	0.634208	0	0	
0.34162	0.981154	0.34162	0.981154	0	0	
0.207207	1.05209	0.207207	1.05209	0	0	
0.319186	1.00492	0.319186	1.00492	0	0	
0.868547	0.524805	0.868547	0.524805	0	0	
0.488284	0.880857	0.488284	0.880857	0	0	
0.726071	0.763959	0.726071	0.763959	0	0	
0.674973	0.826022	0.674973	0.826022	0	0	
0.8054	0.749605	0.8054	0.749605	0	0	
0.206359	1.09464	0.206359	1.09464	0	0	
0.444773	0.975724	0.444773	0.975724	0	0	
0.980847	0.267538	0.980847	0.267538	0	0	
0.700642	0.813726	0.700642	0.813726	0	0	
0.706265	0.788419	0.706265	0.788419	0	0	
0.929216	0.546875	0.929216	0.546875	0	0	
0.834611	0.634273	0.834611	0.634273	0	0	
0.976488	0.525534	0.976488	0.525534	0	0	
0.459618	0.987795	0.459618	0.987795	0	0	
0.459388	1.04467	0.459388	1.04467	0	0	
0.277604	1.06179	0.277604	1.06179	0	0	
0.820294	0.638016	0.820294	0.638016	0	0	
0.890124	0.563286	0.890124	0.563286	0	0	
0.497709	0.904653	0.497709	0.904653	0	0	
0.495555	0.986398	0.495555	0.986398	0	0	
1.027	0.287127	1.027	0.287127	0	0	
0.35334	1.15942	0.35334	1.15942	0	0	
0.912082	0.572768	0.912082	0.572768	0	0	
0.746381	0.847304	0.746381	0.847304	0	0	
0.822341	0.799228	0.822341	0.799228	0	0	
0.507222	1.12392	0.507222	1.12392	0	0	



#Generation 11 / 100
currentGen	11
evaluateCount	550
totalTime	0.857554
firstFrontCount	17
frontCount	4
avgEvalTime	1.24347e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.12554	1.02428	0.12554	1.02428	0	0	
0.716281	0.760114	0.716281	0.760114	0	0	
